State	Date	Action Taken
New Hampshire	2021/2/22	 On Friday, Feb. 19, Gov. Chris Sununu (R) issued an order requiring schools to provide at least two days of classroom instruction beginning March 8. Under the order, schools can switch to fully remote instruction for up to 48 hours without approval from the state.
New Hampshire	2021/3/12	 On Thursday, March 11, Gov. Chris Sununu (R) announced that, effective immediately, retail businesses can operate at 100% capacity. Additionally, barbershops and salons can allow walk-ins, and bars can allow bands and games like pool and darts.
New Hampshire	2021/3/17	 Private and public K-12 teachers and staff can begin registering for vaccination appointments on March 17. The earliest available appointments for the group are March 22.
New Hampshire	2021/3/22	 Vaccinations for private and public K-12 teachers and staff begin March 22. Registration for school staff opened March 17.
New Hampshire	2021/3/26	 On Thursday, March 25, Gov. Chris Sununu (R) announced that people 40 and older will be eligible for vaccination on Monday, March 29, while people 30 and older will be eligible Wednesday, March 31. People 16 and older will become eligible to receive a coronavirus vaccine April 2.
New Hampshire	2021/3/29	 Residents 40 and older are eligible for vaccination starting March 29. Residents 30 and older will be eligible March 31. Residents 16 and older will be eligible April 2.
New Hampshire	2021/3/31	 Residents 30 and older are eligible for vaccination starting March 31. Residents 40 and older had been eligible since March 25.
New Hampshire	2021/4/5	 On Thursday, April 1, Gov. Chris Sununu (R) announced that all K-12 schools must return students to full-time, in-person instruction by April 19. Sununu said parents will still have the option of requesting remote learning.
New Hampshire	2021/4/9	 On Thursday, April 8, Gov. Chris Sununu (R) announced that all people, including residents of other states, will be eligible for a coronavirus vaccine on April 19.
New Hampshire	2021/5/10	 On Saturday, April 8, the state replaced its coronavirus restrictions with “Universal Best Practices,” a set of recommendations for all businesses that covers sanitation, mask-wearing, and social distancing.
New Hampshire	2021/5/17	 Ten of the 11 state-run vaccination sites allow walk-in appointments starting Monday, May 17. Gov. Chris Sununu (R) said each site can dedicate 50 doses a day to walk-ins.
New Hampshire	2021/6/1	 On Friday, May 28, Gov. Chris Sununu (R) extended the statewide coronavirus emergency an additional 14 days.
New Hampshire	2021/6/21	 The state stopped participating in pandemic-related federal unemployment benefit programs on June 19. Gov. Chris Sununu (R) made the announcement May 13.
New Hampshire	2021/7/27	 On Friday, July 23, Gov. Chris Sununu (R) signed House Bill 220, which prohibitsstate and local government agencies from requiring people to provide proof of vaccination to enter public facilities or receive services.
New Jersey	2020/4/27	 Gov. Phil Murphy (D) announced six principles for recovery: a sustained reduction in new cases, expanded testing, robust contact tracing, safe places for those with positive diagnoses to isolate, responsible economic restart, and ensuring resiliency. Murphy said the first four principles must be attained before the last two. New Jersey is a Democratic trifecta.
New Jersey	2020/5/13	 Gov. Phil Murphy (D) said he would sign an executive order today allowing certain reopenings to begin Monday, May 18. The order will allow retail stores the state defined as nonessential to reopen for curbside pick up, nonessential construction to resume under social distancing measures, and drive-in events like church services and movies to resume if people remain in their cars. If cars are unable to maintain six feet of distance, windows must stay closed.
New Jersey	2020/5/18	 Fishing and charter boats could resume service on May 17. Also on May 17, Gov. Phil Murphy (D) signed an executive order allowing the following business to reopen, effective May 18: nonessential retail stores (for curbside pick up only), nonessential construction (with social distancing measures), drive-through and drive-in events, including church services and drive-in movies (people must remain in their vehicles). If cars are unable to maintain six feet of distance, windows must stay closed. The governor also said that drive-by and drive-in graduations celebrations are allowed, so long as people remain in their vehicles. On May 14, Murphy said Jersey Shore beaches could reopen effective May 22. Under that order, beaches and lakes must limit the number of visitors so that people can practice social distancing.
New Jersey	2020/5/19	 On May 18, Gov. Phil Murphy (D) announced a new three-stage reopening plan titled, “The Road Back: Restoring Economic Health Through Public Health.” Stage 1 allows for relaxed restrictions on low-risk activities with appropriate safety measures in place, such as curbside retail. The state is currently in this stage. Stage 2 would relax restrictions on additional activities, such as expanded retail, with safety measures. Stage 3 would relax restrictions on most activities, with safety measures, and may include reopening bars with limited capacity. Murphy's earlier reopening plan was issued on April 27. Also on May 18, Murphy signed an order allowing the following businesses to reopen effective May 22 at 6:00 a.m.: outdoor recreation, including archery ranges and batting cages, community gardens, all-terrain vehicle and dirt bike rentals, and golf courses.
New Jersey	2020/5/20	 Gov. Phil Murphy (D) and State Police Colonel Patrick Callahan announced that on May 20, in-person sales can resume at car, motorcycle, and boat dealerships, and bike shops, by appointment and with social distancing measures.
New Jersey	2020/5/22	 On May 22, Gov. Phil Murphy (D) signed an executive order opening public and private campgrounds and permitting gatherings of 25 or fewer outdoors ahead of Memorial Day weekend. The gathering limit also applies to other outdoor recreation, such as charter and fishing boats, and outdoor batting cages. Indoor gatherings remain limited to 10 people. On May 21, Murphy said that more indoor businesses, such as gyms, salons, and barbershops may reopen in a matter of weeks. Murphy’s administration also released guidelines for seasonal farmworkers and employers.
New Jersey	2020/5/26	 Gov. Phil Murphy (D) announced that elective medical procedures and professional sports activities would be able to resume starting May 26. Murphy also signed an order allowing for modified in-person graduation ceremonies on or after June 6.
New Jersey	2020/5/29	 Gov. Phil Murphy (D) announced that childcare centers would be able to reopen on June 15. Murphy also said outdoor, non-contact youth sports can resume starting June 22, and day camps can open on July 6.
New Jersey	2020/6/1	 Gov. Phil Murphy (D) announced the state will ready to enter phase 2 of Murphy’s “The Road Back” plan on June 15. That day, outdoor dining and limited in-person retail may resume. On June 22, limited personal services such as barbershops and salons can resume.
New Jersey	2020/6/4	 On June 3, Gov. Phil Murphy (D) signed an executive order permitting outdoor dining with certain restrictions in New Jersey on June 15. Protocols for restaurants include limiting parties to no more than eight with tables spaced six feet apart. Murphy also announced a special ruling from the New Jersey Division of Alcoholic Beverage Control that will temporarily allow establishments with liquor licenses to expand their licensed premises into outdoor areas.
New Jersey	2020/6/9	 On June 9, Gov. Phil Murphy (D) announced that he was lifting the stay-at-home order, effective immediately. Murphy’s stay at home order was issued on March 21 and did not have a set expiration date before being lifted. New Jersey was the third state to issue a stay-at-home order and the 37th to lift it. Murphy also raised the limit on indoor gatherings to 25% occupancy or up to 50 people, whichever is less. The cap on outdoor gatherings was raised from 25 people to 100 people. Murphy announced that places of worship could reopen indoor services under the new capacity limits, but parishioners must wear face coverings and be seated six feet apart. The state is expected to move into Phase 2 of Murphy’s reopening plan on June 15. On June 8, New Jersey’s Health Department issued guidelines for Summer Youth camps, including social distancing and sanitation measures. Summer youth camps are expected to reopen on July 6.
New Jersey	2020/6/10	 Gov. Phil Murphy (D) announced on June 9 that schools in New Jersey could plan to have up to 500 people at outdoor graduations ceremonies starting July 6. Murphy signed two executive orders on June 9. One raised the limits on indoor (25% capacity or up to 50 people) and outdoor gatherings (up to 100). The other allows outdoor recreation and entertainment businesses to reopen immediately, with the exception of amusement parks, water parks, and arcades. Murphy also authorized public pools to reopen on June 22. State parks, forests, and county and municipal parks can reopen to full capacity. Public and private social clubs are permitted to reopen outdoor spaces, so long as they comply with state guidelines.
New Jersey	2020/6/15	 The state moved into Stage 2 of its reopening plan on June 15. Outdoor dining and retail could reopen at 50% capacity. Child daycare centers and libraries (curbside pick up only) could also reopen on that day. Public and private pools and personal care services such as hair salons can reopen on June 22. Youth summer programs may resume on July 6. Places of worship could reopen indoor services if they comply with the state’s guidelines on mass gatherings. Gyms and fitness (limited capacity), limited in-person government services, and museums will also be able to resume, though no dates for reopening have been set.
New Jersey	2020/6/16	 The New Jersey Department of Health issued guidance for outdoor organized sports on June 15. Guidance allows practices and competition for low-contact sports like golf and tennis. It allows modified, no contact practices for medium contact sports like baseball and high contact sports like football to resume on June 22. Medium contact sports are expected to resume traditional practices and games on July 6. High contact sports practices and games are expected to resume on July 20. On June 15, Gov. Phil Murphy (D) announced the state could move into Stage 3 of his reopening plan in a matter of weeks. Stage 3 would allow indoor dining, and bars and entertainment to reopen with restrictions. There is currently no date set for Stage 3.
New Jersey	2020/6/18	 Gov. Phil Murphy (D) signed an executive order which will allow in-person clinical, lab, and hands-on programming at higher education institutions to resume on July 1. Trade and training schools will also reopen on July 1.
New Jersey	2020/6/22	 On June 22, modified, no contact practices for medium contact sports like baseball and high contact sports like football, public and private pools, and personal care services such as hair salons resumed. Outdoor gathering limits increased from 100 to 250 people, so long as six feet of social distance can be maintained. Protests and religious gatherings are exempt from limits on gatherings. On June 22, Gov. Phil Murphy (D) announced that indoor dining and casinos can reopen on July 2, both at 25% capacity.
New Jersey	2020/6/26	 Gov. Phil Murphy (D) announced guidance for schools reopening in the fall. Each school district will develop a plan that complies with state requirements. The state will require faculty and visitors to wear face coverings and encourage students to do the same.
New Jersey	2020/6/29	 On June 26, the New Jersey Department of Education released a 104-page reopening plan that includes social distancing guidelines and a face-covering requirement for teachers and staff. Gov. Phil Murphy (D) said that schools would reopen to in-person instruction this fall. Murphy also indefinitely postponed reopening indoor dining, which was set to occur on July 2. Shopping malls are reopening at 50% capacity on June 29.
New Jersey	2020/6/30	 Govs. Ned Lamont (D-Conn.), Phil Murphy (D-N.J.), and Andrew Cuomo (D-N.Y.) announced June 30 that visitors arriving in their states from eight additional states will be required to self-quarantine for 14 days. The three governors announced the joint travel advisory on June 24. The initial list included eight states. The new states include California, Georgia, Iowa, Idaho, Louisiana, Mississippi, Nevada, and Tennessee.
New Jersey	2020/7/2	 The state is allowing more businesses to begin reopening on July 2, including amusement parks, bowling alleys, casinos, and gyms for individualized training appointments. The reopening of indoor dining is still postponed indefinitely.
New Jersey	2020/7/8	 Gov. Phil Murphy (D) is signing an executive order on July 8 requiring individuals to wear face masks outdoors when social distancing is not possible.
New Jersey	2020/7/14	 Govs. Ned Lamont (D-Conn.), Phil Murphy (D-N.J.), and Andrew Cuomo (D-N.Y.) announced that New Mexico, Ohio, Wisconsin, and Minnesota had been added to the joint travel advisory originally announced June 24. Travelers from those states will need to self-quarantine for 14 days upon arriving in the tristate area. Delaware, which was added to the list on July 7, has been removed. The list now includes 22 states. Gov. Cuomo also announced that visitors to New York from those 22 states will need to fill out a form with contact information or face a $10,000 fine. Gov. Lamont said Connecticut would join New York in requiring visitors to fill out a similar form.
New Jersey	2020/7/20	 Gov. Phil Murphy (D) announced sports the state classified as high-risk can begin reopening if they take place at outdoor venues. Murphy also said the state’s public school reopening plan will permit parents to opt their children into a fully online learning schedule.
New Jersey	2020/7/22	 Govs. Ned Lamont (D-Conn.), Phil Murphy (D-N.J.), and Andrew Cuomo (D-N.Y.) announced on July 21 that 10 additional states had been added to their joint travel advisory. Travelers from Alaska, Delaware, Indiana, Maryland, Missouri, Montana, North Dakota, Nebraska, Virginia, and Washington will need to quarantine for 14 days upon arriving in New York, New Jersey, or Connecticut. Minnesota was removed from the list, bringing the number of states on it to 31.
New Jersey	2020/7/24	 The state released guidance regarding a remote-only learning option for public school students. During the 2020-2021 school year, parents will be able to enroll their children in a fully online learning schedule.
New Jersey	2020/8/3	 Gov. Phil Murphy (D) lowered the state’s cap on indoor gathering limits from 100 people to 25. The order does not apply to religious gatherings, weddings, funerals, or political activities. Murphy also announced all students will be required to wear face coverings in schools, with exceptions for students with disabilities.
New Jersey	2020/8/11	 At a news conference on Monday, Aug. 10, Gov. Phil Murphy (D) said it was still too risky to allow indoor dining across the state, citing a study that looked at the spread of the virus in a restaurant in China
New Jersey	2020/8/11	 Govs. Ned Lamont (D-Conn.), Phil Murphy (D-N.J.), and Andrew Cuomo (D-N.Y.) announced that Hawaii, South Dakota, and the Virgin Islands had been added to the tristate quarantine list. The governors removed Alaska, New Mexico, Ohio, and Rhode Island.
New Jersey	2020/8/12	 Gov. Phil Murphy (D) signed an executive order on Aug. 12 allowing public and private K-12 schools, colleges, and universities to offer in-person instruction when they reopen. Schools will decide whether to offer remote learning, in-person instruction, or a hybrid approach. Schools that cannot meet requirements set out by the New Jersey Department of Education will be required to begin the school year remotely.
New Jersey	2020/8/17	 Gov. Phil Murphy (D) issued an executive order requiring county election officials to send a mail-in ballot to all active registered voters.
New Jersey	2020/8/18	 Govs. Ned Lamont (D-Conn.), Phil Murphy (D-N.J.), and Andrew Cuomo (D-N.Y.) announced on Aug. 18 that Delaware and Alaska had been added to the tristate quarantine list. Washington was removed from the list.
New Jersey	2020/8/20	 The New Jersey State Interscholastic Athletic Association released plans for conducting high school sports. Outdoor sports like football, soccer, and cross country will be allowed to start practicing on Sept. 14 and competing at the beginning of October. Indoor sports (like gymnastics) will not reopen until Feb. 16, 2021.
New Jersey	2020/8/25	 Gov. Phil Murphy (D) released regional COVID-19 metrics to help schools and school districts make reopening decisions. Murphy said the state considers all six regions safe for school reopenings, but maintained that districts need the flexibility to meet the needs of their communities.
New Jersey	2020/8/28	 Gov. Phil Murphy (D) signed an order extending the state’s coronavirus emergency declaration. Murphy also announced a $250 million initiative to help families pay for child care and assist child care facilities in reopening.
New Jersey	2020/9/2	 On Sept. 1, Govs. Ned Lamont (D-Conn.), Phil Murphy (D-N.J.), and Andrew Cuomo (D-N.Y.) announced that Alaska and Montana had been placed back on the joint travel advisory list, after having been removed Aug. 25. The travel advisory requires travelers entering the tristate area to self-quarantine for 14 days.
New Jersey	2020/9/4	 Indoor dining services and movie theaters are reopening on Sept. 4.
New Jersey	2020/9/9	 On Sept. 8, Govs. Ned Lamont (D-Conn.), Phil Murphy (D-N.J.), and Andrew Cuomo (D-N.Y.) announced that Delaware, Maryland, Ohio, and West Virginia had been added to the joint travel advisory list requiring visitors from those states to quarantine for 14 days upon arriving in the tristate area. The governors removed Puerto Rico and the Virgin Islands from the list.
New Jersey	2020/9/16	 On Sept. 15, Govs. Ned Lamont (D-Conn.), Phil Murphy (D-N.J.), and Andrew Cuomo (D-N.Y.) announced that Puerto Rico had been placed back on the joint travel advisory requiring visitors to the tristate area to self-quarantine for 14 days. California, Hawaii, Maryland, Minnesota, Nevada, and Ohio were removed from the list.
New Jersey	2020/9/25	 Gov. Phil Murphy (D) extended the state’s coronavirus public health emergency order for 30 more days.
New Jersey	2020/9/29	 Gov. Phil Murphy (D) signed a $32.7 billion budget for the period from Oct. 1, 2020, through Jun. 30, 2021. Murphy said the state needed to close a $5.28 billion budget gap due to the coronavirus.
New Jersey	2020/10/1	 Govs. Ned Lamont (D-Conn.), Phil Murphy (D-N.J.), and Andrew Cuomo (D-N.Y.) announced Colorado had been added to the tristate quarantine list. Arizona and Virginia were removed from the list. Murphy and Cuomo also announced the launch of a coronavirus exposure notification app in their states.
New Jersey	2020/10/13	 Gov. Phil Murphy (D) signed an executive order allowing state-classified medium- and high-risk sports practices and competitions (like hockey, basketball, and cheerleading) to resume in indoor venues with capacity limits.
New Jersey	2020/10/30	 On Oct. 24, Gov. Phil Murphy (D) extended the state’s coronavirus emergency order for 30 more days.
New Jersey	2020/11/10	 Gov. Phil Murphy (D) announced restaurants and bars will have to end indoor service at 10 p.m. every night, starting Nov. 12.
New Jersey	2020/11/12	 Gov. Phil Murphy (D) issued an order requiring restaurants and bars close by 10 p.m. every night, starting Nov. 12. The order also prohibits seating at bar areas and interstate school sporting events.
New Jersey	2020/11/17	 Gov. Phil Murphy (D) signed an order lowering indoor gathering limits from 25 to 10 people, effective Nov. 17. Starting Nov. 23, outdoor gatherings will be limited to 150 people, down from 500. The state also issued guidance for long-term care facility holiday visitation.
New Jersey	2020/11/23	 Gov. Phil Murphy (D) extended the coronavirus emergency order for 30 days. Starting Nov. 23, outdoor gatherings are limited to 150 people, down from 500.
New Jersey	2020/12/1	 Gov. Phil Murphy (D) announced all high-school and youth sports will be banned starting Dec. 5 through at least Jan. 2. Starting Dec. 7, outdoor gatherings will be limited to 25 people.
New Jersey	2020/12/7	 Gov. Phil Murphy (D) announced an administrative order clarifying that indoor entertainment venues (like movie theaters or performing arts centers) can conduct operations in an adjacent outdoor area under the same capacity limits that apply to their normal indoor operations. All high-school and youth sports were suspended starting Dec. 5 through at least Jan. 2. Starting Dec. 7, outdoor gatherings are limited to 25 people.
New Jersey	2020/12/22	 Gov. Phil Murphy extended the state’s coronavirus emergency order through Jan. 20.
New Jersey	2020/12/23	 Gov. Phil Murphy (D) extended the state’s coronavirus emergency order through Jan. 20, 2021.
New Jersey	2021/1/8	 Gov. Phil Murphy (D) announced firefighters and police officers are now eligible to receive the coronavirus vaccine.
New Jersey	2021/1/13	 On Jan. 13, Gov Phil Murphy (D) announced the state will begin offering vaccines to individuals age 65 and older "effective almost immediately, within the next day or two."
New Jersey	2021/1/15	 On Jan. 14, individuals age 65 and older and people between the ages of 16 and 64 with high-risk medical conditions (including people who smoke and individuals with type 2 diabetes, COPD, and cancer) became eligible to receive the vaccine. Previously, eligible recipients included healthcare workers, nursing home residents and staff, and first responders. Before Gov. Phil Murphy (D) expanded eligibility, individuals 75 and older and essential frontline workers were scheduled to be next in line.
New Jersey	2021/1/20	 Gov. Phil Murphy (D) extended the state’s coronavirus emergency order through Feb. 18.
New Jersey	2021/2/5	 Food and drink establishments and entertainment and recreational venues (like casinos and gyms) can increase capacity from 25% to 35%, starting Feb. 5. The order also lifts the 10 p.m. nightly indoor dining curfew, which had been in place since Nov. 12.
New Jersey	2021/2/16	 Gov. Phil Murphy (D) issued an order allowing limited spectators at youth sporting events. Two parents or legal guardians are allowed to attend per athlete, and total attendance can never exceed the lesser of 35% capacity or 150 people.
New Jersey	2021/2/18	 Gov. Phil Murphy (D) extended the state’s coronavirus emergency order until March 19.
New Jersey	2021/2/23	 On Feb. 22, Gov. Phil Murphy (D) announced religious services can operate at 50% of a room’s capacity. Previously, religious services were limited to the lesser of 35% capacity or 150 individuals. Murphy also said up to two parents per student can attend collegiate sports practices and competitions, as long as the number of spectators does not exceed 35% of the event room’s capacity (if the event is indoors). Sports stadiums and entertainment venues with a capacity of 5,000 people or more can operate at 10% capacity indoors or 15% outdoors. The changes were effective immediately.
New Jersey	2021/3/2	 Gov. Phil Murphy (D) announced pre-K-12 school staff and homeless people will be among those eligible for vaccination starting March 15. On March 29, eligibility will expand to include agriculture workers, warehouse employees, clergy, and elections personnel. To see full lists of eligible groups for each date, click here.
New Jersey	2021/3/4	 Gov. Phil Murphy announced indoor wedding receptions can expand to the lesser of 35% of venue capacity or 150 people starting March 5. Outdoor receptions of up to 150 people will also be permitted. Previously, wedding ceremonies were limited to 35% capacity—up to 150 people. Receptions were limited to 10 people indoors or 25 outdoors. Murphy also announced overnight camps can resume operations for the summer season. The state is expected to release guidance for camps closer to summer.
New Jersey	2021/3/5	 Gov. Phil Murphy announced indoor wedding receptions can expand to the lesser of 35% of venue capacity or 150 people starting March 5. Outdoor receptions of up to 150 people will also be permitted. Previously, wedding ceremonies were limited to 35% capacity—up to 150 people. Receptions were limited to 10 people indoors or 25 outdoors. Murphy also announced overnight camps can resume operations for the summer season. The state is expected to release guidance for camps closer to summer.
New Jersey	2021/3/11	 Gov. Phil Murphy (D) announced businesses like restaurants, bars, personal care service providers (like salons and barbershops), and state-defined indoor recreation businesses (like casinos and gyms) can expand from 35% to 50% capacity starting March 19. On the same day, the indoor gathering limit will expand from 10 to 25 people. Outdoor gatherings can expand from 25 to 50 people.
New Jersey	2021/3/15	 School staff and homeless people are among those eligible for vaccination starting March 15. On March 29, eligibility will expand to include agriculture workers, warehouse employees, clergy, and elections personnel. To see full lists of eligible groups for each date, click here.
New Jersey	2021/3/16	 Some essential workers (including transportation workers, probation officers, and fire safety inspectors) and residents of homeless shelters became eligible for vaccination March 15. The state also added conditions like asthma, type 1 diabetes, high blood pressure, and being overweight to the state’s list of qualifying underlying conditions.
New Jersey	2021/3/19	00 a.m. March 19.
New Jersey	2021/3/29	 On March 29, vaccine eligibility expands to include agriculture workers, warehouse employees, clergy, and elections personnel. Starting April 5, all residents aged 55-64, residents 16 and older with intellectual and developmental disabilities, educators, and other state-defined essential frontline workers will be eligible. To see a full list of eligible groups, click here.
New Jersey	2021/3/30	 Gov. Phil Murphy (D) announced the general outdoor gathering limit will expand from 50 to 200 people starting April 2. Large venues (like sports stadiums and concert halls) with seating capacity 2,500 or greater will also be able to operate at 20% capacity indoors or 30% outdoors. Previously, only large venues capable of seating 5,000 or more people could operate at 10% capacity indoors or 15% outdoors. Indoor gatherings are still limited to 25 people.
New Jersey	2021/4/5	 On April 5, New Jersey expandedvaccine eligibility to all residents 55 years of age and older.
New Jersey	2021/4/16	 Gov. Phil Murphy (D) extended the state’s coronavirus emergency order through May 15.
New Jersey	2021/4/19	 Residents 16 and older are eligible for vaccination starting April 19.
New Jersey	2021/4/27	 Gov. Phil Murphy (D) announced some mitigation restrictions will ease May 10. The outdoor gathering limit will expand from 200 to 500 people. Outdoor event venues with more than 1,000 fixed seats can expand to 50% capacity (currently, venues with 2,500 or more seats can operate at 35% capacity). Indoor catered events (including proms, weddings, and political events) can expand from 35% capacity with a maximum of 150 people to 50% capacity with a maximum of 250 people. Indoor catered events will also be allowed to have dance floors with social distancing and mask-wearing.
New Jersey	2021/4/29	 Gov. Phil Murphy (D) signed an order, effective immediately, allowing overnight summer camps to resume in accordance with Department of Health guidance.
New Jersey	2021/5/4	 Gov. Phil Murphy (D) announcedcapacity restrictions on most businesses (including restaurants, retailers, and personal care service businesses) will end May 19. The businesses will still have to leave space for social distancing.
New Jersey	2021/5/10	 Gov. Phil Murphy (D) is easing some mitigation restrictions May 10. The outdoor gathering limit is expanding from 200 to 500 people. Outdoor event venues with more than 1,000 fixed seats can expand to 50% capacity (currently, venues with 2,500 or more seats can operate at 35% capacity). Indoor catered events (including proms, weddings, and political events) can expand from 35% capacity with a maximum of 150 people to 50% capacity with a maximum of 250 people. Indoor catered events can also have dance floors with social distancing and mask-wearing.
New Jersey	2021/5/14	 Gov. Phil Murphy (D) signed an executive order easing restrictions starting May 19. The outdoor gathering limit will end, and the private indoor gatherings limit will expand from 25 to 50 people. Capacity restrictions on most businesses (including restaurants, retailers, and personal care service businesses) will end, though six-foot social distancing will still be required. Large indoor venues can expand from 20% to 30% capacity. Indoor catered events will still be limited to 250 people but will not also have to observe 50% capacity restrictions.
New Jersey	2021/5/17	 Gov. Phil Murphy (D) extended the state’s coronavirus emergency order through June 13.
New Jersey	2021/5/20	 Gov. Phil Murphy (D) announced the state will offer State Parks Vax Passes to individuals who have received at least one dose of a coronavirus vaccine starting May 27. The passes will allow free access to all state park and forest facilities (including Island Beach State Park) through Dec. 31. Residents have to receive their first dose by July 4 to get a pass. The Department of Environmental Protection will refund fully vaccinated residents who already purchased Annual State Park Passes. Murphy also announced a partnership with participating wineries to give a free glass of wine to residents 21 and older who receive their first dose in May. Residents with at least one shot can also enter to win a dinner with Gov. Murphy and First Lady Tammy Murphy.
New Jersey	2021/5/28	 Effective May 28, the state’s indoor mask requirement ended for vaccinated and unvaccinated people. Masks are still required in state offices open to the public, schools and childcare centers, on public transportation, and in health care settings. The six-foot social distancing requirement also ended, along with restrictions on dance floors and standing service at bars and restaurants.
New Jersey	2021/6/1	 New Jersey held a vaccination program over Memorial Day weekend called Shots at the Shore that offered vaccines at various locations at Monmouth County beaches, including the Grande Arcade on the boardwalk in Asbury Park, the Gateway National Recreational Area in Sandy Hook, and the gazebo at Pier Village in Long Branch.
New Jersey	2021/6/3	 On June 2, Gov. Phil Murphy (D) announced the state would be shutting down its mass vaccination sites between June 18 and July 23. The approximately 1,800 community vaccination sites in New Jersey will continue to operate. Closure date details can be found here.
New Jersey	2021/6/4	 On June 4, all remaining gathering limits ended in the state, and capacity restrictions on large indoor venues (with fixed seating capacity of 1,000 people or more) were lifted.
New Jersey	2021/6/7	 Gov. Phil Murphy (D) signed an executive order ending the state’s coronavirus emergency on June 4. Murphy declared the emergency March 9, 2020. On the same day, Murphy signed legislation leaving certain executive orders (including the eviction moratorium and the prohibition against garnishing stimulus checks) in place until Jan. 1, 2022.
New Jersey	2021/6/29	 On June 28, Gov. Phil Murphy (D) announced new guidance from the New Jersey Department of Health and the New Jersey Department of Education for mask usage during the upcoming school year. Murphy said, barring changes to CDC guidance or health metrics, masks will not be required for students in schools. School districts can still require mask usage.
New Jersey	2021/7/29	 On July 28, Gov. Phil Murphy (D) and New Jersey Department of Health Commissioner Judy Persichilli recommended all vaccinated and unvaccinated individuals wear masks in public indoor settings where there is increased risk of coronavirus transmission.
New Mexico	2020/5/13	 Gov. Michelle Lujan Grisham said she would address the public health stay-at-home order in a press conference at 4 p.m. local time today. We will have more details in tomorrow's edition.
New Mexico	2020/5/22	 Gov. Michelle Lujan Grisham (D) announced on May 20 that the state was on track for more businesses and services to begin opening on June 1. On June 1, in-restaurant dining, salons, gyms, and malls could potentially reopen.
New Mexico	2020/5/27	 Gov. Michelle Lujan Grisham (D) announced that the state would permit outdoor dining at restaurants starting May 27. Indoor dine-in services remain prohibited.
New Mexico	2020/6/1	 Secretary of the New Mexico Health Department Kathyleen M. Kunkle issued a new public health order extending the state’s stay-at-home order through June 30. While the order allows some businesses to reopen, it says that “all New Mexicans should be staying in their homes for all but the most essential activities and services.” The following businesses are permitted to reopen on June 1: in-restaurant dining (50 percent capacity), gyms and fitness centers (50 percent capacity), indoor malls (25 percent capacity), personal services such as barbershops and salons (25 percent occupancy), drive-in theaters, and hotels (50 percent capacity). The new order also lifted the requirement that anyone entering New Mexico through an airport self-quarantine for 14 days. Nine state parks were permitted to open for day use on May 30 and five more were allowed to open on June 1.
New Mexico	2020/6/9	 Public swimming pools reopened on June 8. Pools can operate at 50% capacity and social distancing must be enforced.
New Mexico	2020/6/15	 Gov. Michelle Lujan Grisham (D) announced indoor service at restaurants could resume at 50% capacity on June 15. Parties are limited to six people and must be spaced for social distancing. Bar and counter service remains closed.
New Mexico	2020/6/24	 The Public Education department released rules and guidance for schools reopening in the fall. Public schools must begin the year using a hybrid in-person and online model with classrooms limited to 50% capacity.
New Mexico	2020/6/26	 Gov. Michelle Lujan Grisham (D) announced the state would pause reopening and likely delay entering Phase 2.
New Mexico	2020/7/2	 Gov. Michelle Lujan Grisham announced she extended the state’s stay-at-home order through July 15. Grisham also said out-of-state visitors will be required to self-quarantine for 14 days, and mask requirements will be enforced with $100 fines, effective July 1.
New Mexico	2020/7/13	 The state is rolling back its reopening due to increasing coronavirus cases, effective July 13. Indoor dining, which had been permitted since June 1, is now prohibited at restaurants and bars. State parks are closed to out-of-state visitors and visitors who cannot prove their residency. The state’s mask requirement is expanding to include anyone exercising in a public space.
New Mexico	2020/7/20	 Fifth Judicial District Court Judge Raymond Romero issued a 10-day injunction allowing restaurants and breweries to reopen for indoor dining at 50% capacity. Gov. Michelle Lujan Grisham (D) previously issued an executive order rolling back indoor dining effective July 13 after it was initially allowed to reopen on June 1. The New Mexico Restaurant Association filed a lawsuit in response to the Governor’s re-closure. Another hearing is scheduled for July 30 to determine if restaurants will be permitted to stay open after the 10-day injunction expires.
New Mexico	2020/7/24	 Gov. Michelle Lujan Grisham (D) announced schools will not be able to open for in-person instruction until after Sept. 7. Individual school districts decide when classes begin in New Mexico, so there is no statewide reopening date.
New Mexico	2020/7/31	 Secretary of Health Kathyleen Kunkel extended the state’s stay-at-home order through Aug. 28.
New Mexico	2020/8/7	 Gov. Michelle Lujan Grisham (D) issued an executive order Aug. 6 updating the state’s quarantine requirement for out-of-state travelers and returning residents. The new order exempts New Mexico residents who leave the state to seek medical care or who leave the state for less than 24 hours as part of their parenting responsibilities.
New Mexico	2020/8/13	 On Aug. 12, the New Mexico Supreme Court agreed to hear oral arguments in a lawsuit filed on behalf of the New Mexico Restaurant Association over Gov. Michelle Lujan Grisham’s (D) restrictions on indoor dining. The Court will hear the case on Aug. 26.
New Mexico	2020/8/14	 On Aug. 13, Gov. Michelle Lujan Grisham said the seven-day average of new COVID-19 cases needs to fall to 168 or less before she considers further reopenings.
New Mexico	2020/8/26	 Gov. Michelle Lujan Grisham (D) announced indoor dining services will be permitted at restaurants and bars at 25% capacity, starting on Aug. 29. Church gathering capacity will also be increased from 25% to 40%.
